Date,USD,Date.1,EUR,Date.2,GBP
06/20/2006 23:58:00,5.7072,06/20/2006 23:58:00,7.18136976,06/20/2006 23:58:00,10.5183696
06/21/2006 23:58:00,5.7194,06/21/2006 23:58:00,7.23961652,06/21/2006 23:58:00,10.55057718
06/22/2006 23:58:00,5.7214,06/22/2006 23:58:00,7.19809334,06/22/2006 23:58:00,10.4587192
06/23/2006 23:58:00,5.7152,06/23/2006 23:58:00,7.14857216,06/23/2006 23:58:00,10.38851904
06/26/2006 23:58:00,5.4813,06/26/2006 23:58:00,6.89986044,06/26/2006 23:58:00,9.99350616
06/27/2006 23:58:00,5.7297,06/27/2006 23:58:00,7.20051399,06/27/2006 23:58:00,10.43091885
06/28/2006 23:58:00,5.7184,06/28/2006 23:58:00,7.17258912,06/28/2006 23:58:00,10.39376384
06/29/2006 23:58:00,5.6654,06/29/2006 23:58:00,7.17296294,06/29/2006 23:58:00,10.35578466
06/30/2006 23:58:00,5.7128,06/30/2006 23:58:00,7.3066712,06/30/2006 23:58:00,10.55839696
07/03/2006 23:58:00,5.7213,07/03/2006 23:58:00,7.32154761,07/03/2006 23:58:00,10.53749034
07/04/2006 23:58:00,5.7214,07/04/2006 23:58:00,7.31709846,07/04/2006 23:58:00,10.55369444
07/05/2006 23:58:00,5.7154,07/05/2006 23:58:00,7.27513266,07/05/2006 23:58:00,10.48890208
07/06/2006 23:58:00,5.705,07/06/2006 23:58:00,7.287567,07/06/2006 23:58:00,10.4806555
07/07/2006 23:58:00,5.7055,07/07/2006 23:58:00,7.3133099,07/07/2006 23:58:00,10.55802775
07/10/2006 23:58:00,5.7201,07/10/2006 23:58:00,7.28683539,07/10/2006 23:58:00,10.53756822
07/11/2006 23:58:00,5.7048,07/11/2006 23:58:00,7.2821772,07/11/2006 23:58:00,10.52307408
07/12/2006 23:58:00,5.6969,07/12/2006 23:58:00,7.2407599,07/12/2006 23:58:00,10.45153274
07/13/2006 23:58:00,5.6962,07/13/2006 23:58:00,7.22961704,07/13/2006 23:58:00,10.5037928
07/14/2006 23:58:00,5.4925,07/14/2006 23:58:00,6.94746325,07/14/2006 23:58:00,10.09576425
07/17/2006 23:58:00,5.7077,07/17/2006 23:58:00,7.14318655,07/17/2006 23:58:00,10.38287707
07/18/2006 23:58:00,5.7038,07/18/2006 23:58:00,7.12917962,07/18/2006 23:58:00,10.41114614
07/19/2006 23:58:00,5.6826,07/19/2006 23:58:00,7.15780296,07/19/2006 23:58:00,10.47075876
07/20/2006 23:58:00,5.7069,07/20/2006 23:58:00,7.2078147,07/20/2006 23:58:00,10.55262879
07/21/2006 23:58:00,5.698,07/21/2006 23:58:00,7.2324714,07/21/2006 23:58:00,10.5914424
07/24/2006 23:58:00,5.7038,07/24/2006 23:58:00,7.19876598,07/24/2006 23:58:00,10.54803734
07/25/2006 23:58:00,5.7029,07/25/2006 23:58:00,7.1742482,07/25/2006 23:58:00,10.49675774
07/26/2006 23:58:00,5.6626,07/26/2006 23:58:00,7.1971646,07/26/2006 23:58:00,10.49902666
07/27/2006 23:58:00,5.7321,07/27/2006 23:58:00,7.27518132,07/27/2006 23:58:00,10.64794896
07/28/2006 23:58:00,5.7185,07/28/2006 23:58:00,7.28822825,07/28/2006 23:58:00,10.65184995
07/31/2006 23:58:00,5.6958,07/31/2006 23:58:00,7.2735366,07/31/2006 23:58:00,10.63804566
08/01/2006 23:58:00,5.6914,08/01/2006 23:58:00,7.29466738,08/01/2006 23:58:00,10.67478984
08/02/2006 23:58:00,5.708,08/02/2006 23:58:00,7.2999612,08/02/2006 23:58:00,10.7179116
08/03/2006 23:58:00,5.6936,08/03/2006 23:58:00,7.28553056,08/03/2006 23:58:00,10.7423998
08/04/2006 23:58:00,5.7094,08/04/2006 23:58:00,7.34913968,08/04/2006 23:58:00,10.89182238
08/07/2006 23:58:00,5.7202,08/07/2006 23:58:00,7.33129433,08/07/2006 23:58:00,10.8941209
08/08/2006 23:58:00,5.5102,08/08/2006 23:58:00,7.03762744,08/08/2006 23:58:00,10.4583596
08/09/2006 23:58:00,5.708,08/09/2006 23:58:00,7.3459106,08/09/2006 23:58:00,10.8783064
08/10/2006 23:58:00,5.6926,08/10/2006 23:58:00,7.28140466,08/10/2006 23:58:00,10.7817844
08/11/2006 23:58:00,5.7201,08/11/2006 23:58:00,7.27196313,08/11/2006 23:58:00,10.810989
08/14/2006 23:58:00,5.7108,08/14/2006 23:58:00,7.2641376,08/14/2006 23:58:00,10.78256148
08/15/2006 23:58:00,5.7031,08/15/2006 23:58:00,7.29312428,08/15/2006 23:58:00,10.80338233
08/16/2006 23:58:00,5.7096,08/16/2006 23:58:00,7.3311264,08/16/2006 23:58:00,10.82425968
08/17/2006 23:58:00,5.7219,08/17/2006 23:58:00,7.3411977,08/17/2006 23:58:00,10.78520931
08/18/2006 23:58:00,5.7046,08/18/2006 23:58:00,7.32242456,08/18/2006 23:58:00,10.73206398
08/21/2006 23:58:00,5.7215,08/21/2006 23:58:00,7.36299835,08/21/2006 23:58:00,10.81992865
08/22/2006 23:58:00,5.7041,08/22/2006 23:58:00,7.30581128,08/22/2006 23:58:00,10.77162244
08/23/2006 23:58:00,5.7129,08/23/2006 23:58:00,7.30051491,08/23/2006 23:58:00,10.80794986
08/24/2006 23:58:00,5.708,08/24/2006 23:58:00,7.2816956,08/24/2006 23:58:00,10.7721376
08/25/2006 23:58:00,5.7101,08/25/2006 23:58:00,7.28209053,08/25/2006 23:58:00,10.77153264
08/28/2006 23:58:00,5.7032,08/28/2006 23:58:00,7.2943928,08/28/2006 23:58:00,10.80585304
08/29/2006 23:58:00,5.6737,08/29/2006 23:58:00,7.27708762,08/29/2006 23:58:00,10.77549104
08/30/2006 23:58:00,5.6936,08/30/2006 23:58:00,7.30944368,08/30/2006 23:58:00,10.84459992
08/31/2006 23:58:00,5.6967,08/31/2006 23:58:00,7.29405468,08/31/2006 23:58:00,10.83797175
09/01/2006 23:58:00,5.6818,09/01/2006 23:58:00,7.29145394,09/01/2006 23:58:00,10.82439718
09/04/2006 23:58:00,5.6985,09/04/2006 23:58:00,7.3248519,09/04/2006 23:58:00,10.85621235
09/05/2006 23:58:00,5.6943,09/05/2006 23:58:00,7.30066203,09/05/2006 23:58:00,10.78728192
09/06/2006 23:58:00,5.6875,09/06/2006 23:58:00,7.289953125,09/06/2006 23:58:00,10.72349687
09/07/2006 23:58:00,5.7068,09/07/2006 23:58:00,7.26247368,09/07/2006 23:58:00,10.70082068
09/08/2006 23:58:00,5.7014,09/08/2006 23:58:00,7.22481408,09/08/2006 23:58:00,10.63539156
09/11/2006 23:58:00,5.6883,09/11/2006 23:58:00,7.22755398,09/11/2006 23:58:00,10.61152365
09/12/2006 23:58:00,5.6991,09/12/2006 23:58:00,7.23272781,09/12/2006 23:58:00,10.6858125
09/13/2006 23:58:00,5.7067,09/13/2006 23:58:00,7.24408498,09/13/2006 23:58:00,10.71375858
09/14/2006 23:58:00,5.7105,09/14/2006 23:58:00,7.26204285,09/14/2006 23:58:00,10.7677188
09/15/2006 23:58:00,5.7005,09/15/2006 23:58:00,7.20828225,09/15/2006 23:58:00,10.70496895
09/18/2006 23:58:00,5.6943,09/18/2006 23:58:00,7.23460815,09/18/2006 23:58:00,10.70870058
09/19/2006 23:58:00,5.7022,09/19/2006 23:58:00,7.22810872,09/19/2006 23:58:00,10.72754886
09/20/2006 23:58:00,5.7127,09/20/2006 23:58:00,7.24655995,09/20/2006 23:58:00,10.77843672
09/21/2006 23:58:00,5.6747,09/21/2006 23:58:00,7.25113166,09/21/2006 23:58:00,10.79271193
09/22/2006 23:58:00,5.699,09/22/2006 23:58:00,7.2810424,09/22/2006 23:58:00,10.8332291
09/25/2006 23:58:00,5.7016,09/25/2006 23:58:00,7.2666892,09/25/2006 23:58:00,10.83418032
09/26/2006 23:58:00,5.4709,09/26/2006 23:58:00,6.93928956,09/26/2006 23:58:00,10.36462005
09/27/2006 23:58:00,5.7001,09/27/2006 23:58:00,7.24083703,09/27/2006 23:58:00,10.76691889
09/28/2006 23:58:00,5.6899,09/28/2006 23:58:00,7.22787997,09/28/2006 23:58:00,10.67539038
09/29/2006 23:58:00,5.7178,09/29/2006 23:58:00,7.23816302,09/29/2006 23:58:00,10.69743202
10/02/2006 23:58:00,5.7031,10/02/2006 23:58:00,7.26403847,10/02/2006 23:58:00,10.75832784
10/03/2006 23:58:00,5.706,10/03/2006 23:58:00,7.2648792,10/03/2006 23:58:00,10.758663
10/04/2006 23:58:00,5.6864,10/04/2006 23:58:00,7.2274144,10/04/2006 23:58:00,10.72398176
10/05/2006 23:58:00,5.6995,10/05/2006 23:58:00,7.23437535,10/05/2006 23:58:00,10.70394597
10/06/2006 23:58:00,5.7003,10/06/2006 23:58:00,7.18294803,10/06/2006 23:58:00,10.659561
10/09/2006 23:58:00,5.7034,10/09/2006 23:58:00,7.18229162,10/09/2006 23:58:00,10.6482478
10/10/2006 23:58:00,5.7025,10/10/2006 23:58:00,7.144947375,10/10/2006 23:58:00,10.56844325
10/11/2006 23:58:00,5.7131,10/11/2006 23:58:00,7.1528012,10/11/2006 23:58:00,10.59437264
10/12/2006 23:58:00,5.6894,10/12/2006 23:58:00,7.14474852,10/12/2006 23:58:00,10.5765946
10/13/2006 23:58:00,5.6903,10/13/2006 23:58:00,7.13051493,10/13/2006 23:58:00,10.55721359
10/16/2006 23:58:00,5.6852,10/16/2006 23:58:00,7.12810376,10/16/2006 23:58:00,10.58527388
10/17/2006 23:58:00,5.701,10/17/2006 23:58:00,7.1501942,10/17/2006 23:58:00,10.6677112
10/18/2006 23:58:00,5.6869,10/18/2006 23:58:00,7.12909784,10/18/2006 23:58:00,10.61971706
10/19/2006 23:58:00,5.6829,10/19/2006 23:58:00,7.17466125,10/19/2006 23:58:00,10.66509843
10/20/2006 23:58:00,5.6941,10/20/2006 23:58:00,7.18082951,10/20/2006 23:58:00,10.72654558
10/23/2006 23:58:00,5.4731,10/23/2006 23:58:00,6.86764588,10/23/2006 23:58:00,10.25056899
10/24/2006 23:58:00,5.6957,10/24/2006 23:58:00,7.15152092,10/24/2006 23:58:00,10.6680461
10/25/2006 23:58:00,5.445,10/25/2006 23:58:00,6.8677785,10/25/2006 23:58:00,10.2284325
10/26/2006 23:58:00,5.6832,10/26/2006 23:58:00,7.2119808,10/26/2006 23:58:00,10.741248
10/27/2006 23:58:00,5.6924,10/27/2006 23:58:00,7.25154836,10/27/2006 23:58:00,10.80303672
10/30/2006 23:58:00,5.6926,10/30/2006 23:58:00,7.2381409,10/30/2006 23:58:00,10.81195518
10/31/2006 23:58:00,5.6997,10/31/2006 23:58:00,7.27395714,10/31/2006 23:58:00,10.87559757
11/01/2006 23:58:00,5.7007,11/01/2006 23:58:00,7.270387745,11/01/2006 23:58:00,10.8712349
11/02/2006 23:58:00,5.6877,11/02/2006 23:58:00,7.26660552,11/02/2006 23:58:00,10.84985652
11/03/2006 23:58:00,5.6888,11/03/2006 23:58:00,7.23501584,11/03/2006 23:58:00,10.81213328
11/06/2006 23:58:00,5.4513,11/06/2006 23:58:00,6.93677925,11/06/2006 23:58:00,10.34765766
11/07/2006 23:58:00,5.7019,11/07/2006 23:58:00,7.28531763,11/07/2006 23:58:00,10.86383007
11/08/2006 23:58:00,5.6883,11/08/2006 23:58:00,7.25656431,11/08/2006 23:58:00,10.83393618
11/09/2006 23:58:00,5.6941,11/09/2006 23:58:00,7.306953825,11/09/2006 23:58:00,10.85637106
11/10/2006 23:58:00,5.6894,11/10/2006 23:58:00,7.310879,11/10/2006 23:58:00,10.86334036
11/13/2006 23:58:00,5.6744,11/13/2006 23:58:00,7.27429708,11/13/2006 23:58:00,10.80746224
11/14/2006 23:58:00,5.6793,11/14/2006 23:58:00,7.27575123,11/14/2006 23:58:00,10.76568108
11/15/2006 23:58:00,5.6764,11/15/2006 23:58:00,7.27884772,11/15/2006 23:58:00,10.72101668
11/16/2006 23:58:00,5.6851,11/16/2006 23:58:00,7.27010588,11/16/2006 23:58:00,10.73119476
11/17/2006 23:58:00,5.674,11/17/2006 23:58:00,7.2888204,11/17/2006 23:58:00,10.7681172
11/20/2006 23:58:00,5.6859,11/20/2006 23:58:00,7.28591226,11/20/2006 23:58:00,10.78785807
11/21/2006 23:58:00,5.6762,11/21/2006 23:58:00,7.2882408,11/21/2006 23:58:00,10.77853618
11/22/2006 23:58:00,5.682,11/22/2006 23:58:00,7.3502352,11/22/2006 23:58:00,10.8747798
11/23/2006 23:58:00,5.6794,11/23/2006 23:58:00,7.354823,11/23/2006 23:58:00,10.87945864
11/24/2006 23:58:00,5.6849,11/24/2006 23:58:00,7.43528071,11/24/2006 23:58:00,10.98208982
11/27/2006 23:58:00,5.678,11/27/2006 23:58:00,7.4540784,11/27/2006 23:58:00,11.0028284
11/28/2006 23:58:00,5.6615,11/28/2006 23:58:00,7.47374615,11/28/2006 23:58:00,11.0557772
11/29/2006 23:58:00,5.6797,11/29/2006 23:58:00,7.46539768,11/29/2006 23:58:00,11.05099229
11/30/2006 23:58:00,5.6847,11/30/2006 23:58:00,7.5322275,11/30/2006 23:58:00,11.17725714
12/01/2006 23:58:00,5.6739,12/01/2006 23:58:00,7.56501087,12/01/2006 23:58:00,11.23659156
12/04/2006 23:58:00,5.675,12/04/2006 23:58:00,7.5664775,12/04/2006 23:58:00,11.23877
12/05/2006 23:58:00,5.6834,12/05/2006 23:58:00,7.5674471,12/05/2006 23:58:00,11.21391654
12/06/2006 23:58:00,5.6912,12/06/2006 23:58:00,7.56019008,12/06/2006 23:58:00,11.1888992
12/07/2006 23:58:00,5.6806,12/07/2006 23:58:00,7.54610904,12/07/2006 23:58:00,11.14988168
12/08/2006 23:58:00,5.6033,12/08/2006 23:58:00,7.50393936,12/08/2006 23:58:00,10.94940853
12/11/2006 23:58:00,5.6689,12/11/2006 23:58:00,7.50959183,12/11/2006 23:58:00,11.10934333
12/12/2006 23:58:00,5.6576,12/12/2006 23:58:00,7.51272704,12/12/2006 23:58:00,11.15056384
12/13/2006 23:58:00,5.686,12/13/2006 23:58:00,7.5146176,12/13/2006 23:58:00,11.1854992
12/14/2006 23:58:00,5.6824,12/14/2006 23:58:00,7.47292424,12/14/2006 23:58:00,11.1488688
12/15/2006 23:58:00,5.6758,12/15/2006 23:58:00,7.43189252,12/15/2006 23:58:00,11.06781
12/18/2006 23:58:00,5.6657,12/18/2006 23:58:00,7.42263357,12/18/2006 23:58:00,11.03508389
12/19/2006 23:58:00,5.6711,12/19/2006 23:58:00,7.48868755,12/19/2006 23:58:00,11.17717099
12/20/2006 23:58:00,5.6779,12/20/2006 23:58:00,7.48631115,12/20/2006 23:58:00,11.15934466
12/21/2006 23:58:00,5.6768,12/21/2006 23:58:00,7.4820224,12/21/2006 23:58:00,11.13844928
12/22/2006 23:58:00,5.6769,12/22/2006 23:58:00,7.44582204,12/22/2006 23:58:00,11.1096933
12/25/2006 23:58:00,5.4874,12/25/2006 23:58:00,7.20605368,12/25/2006 23:58:00,10.74926786
12/26/2006 23:58:00,5.4976,12/26/2006 23:58:00,7.20680384,12/26/2006 23:58:00,10.7505568
12/27/2006 23:58:00,5.6784,12/27/2006 23:58:00,7.45119648,12/27/2006 23:58:00,11.10922176
12/28/2006 23:58:00,5.6756,12/28/2006 23:58:00,7.46000864,12/28/2006 23:58:00,11.13495964
12/29/2006 23:58:00,5.6703,12/29/2006 23:58:00,7.48082679,12/29/2006 23:58:00,11.12002533
01/01/2007 23:58:00,5.6647,01/01/2007 23:58:00,7.485617815,01/01/2007 23:58:00,11.12207198
01/02/2007 23:58:00,5.678,01/02/2007 23:58:00,7.5364094,01/02/2007 23:58:00,11.2032618
01/03/2007 23:58:00,5.6714,01/03/2007 23:58:00,7.46809952,01/03/2007 23:58:00,11.06887138
01/04/2007 23:58:00,5.6725,01/04/2007 23:58:00,7.424168,01/04/2007 23:58:00,11.0193985
01/05/2007 23:58:00,5.6743,01/05/2007 23:58:00,7.36637626,01/05/2007 23:58:00,10.94685956
01/08/2007 23:58:00,5.6634,01/08/2007 23:58:00,7.38337458,01/08/2007 23:58:00,10.986996
01/09/2007 23:58:00,5.6716,01/09/2007 23:58:00,7.36939346,01/09/2007 23:58:00,10.99609808
01/10/2007 23:58:00,5.6646,01/10/2007 23:58:00,7.32772656,01/10/2007 23:58:00,10.9440072
01/11/2007 23:58:00,5.6703,01/11/2007 23:58:00,7.31071779,01/11/2007 23:58:00,11.0230632
01/12/2007 23:58:00,5.6658,01/12/2007 23:58:00,7.3202136,01/12/2007 23:58:00,11.0908035
01/15/2007 23:58:00,5.6639,01/15/2007 23:58:00,7.32512187,01/15/2007 23:58:00,11.12446599
01/16/2007 23:58:00,5.6663,01/16/2007 23:58:00,7.318309765,01/16/2007 23:58:00,11.10991441
01/17/2007 23:58:00,5.666,01/17/2007 23:58:00,7.3295376,01/17/2007 23:58:00,11.16202
01/18/2007 23:58:00,5.6606,01/18/2007 23:58:00,7.3361376,01/18/2007 23:58:00,11.17289228
01/19/2007 23:58:00,5.6625,01/19/2007 23:58:00,7.33576875,01/19/2007 23:58:00,11.17267875
01/22/2007 23:58:00,5.6635,01/22/2007 23:58:00,7.3342325,01/22/2007 23:58:00,11.1944741
01/23/2007 23:58:00,5.6658,01/23/2007 23:58:00,7.3768716,01/23/2007 23:58:00,11.22848244
01/24/2007 23:58:00,5.6666,01/24/2007 23:58:00,7.34448026,01/24/2007 23:58:00,11.14960216
01/25/2007 23:58:00,5.678,01/25/2007 23:58:00,7.3439252,01/25/2007 23:58:00,11.1555666
01/26/2007 23:58:00,5.6567,01/26/2007 23:58:00,7.3027997,01/26/2007 23:58:00,11.08996035
01/29/2007 23:58:00,5.6514,01/29/2007 23:58:00,7.3242144,01/29/2007 23:58:00,11.08409082
01/30/2007 23:58:00,5.6524,01/30/2007 23:58:00,7.32720612,01/30/2007 23:58:00,11.08887832
01/31/2007 23:58:00,5.6499,01/31/2007 23:58:00,7.35673479,01/31/2007 23:58:00,11.09470863
02/01/2007 23:58:00,5.6705,02/01/2007 23:58:00,7.380439275,02/01/2007 23:58:00,11.1527394
02/02/2007 23:58:00,5.6596,02/02/2007 23:58:00,7.3348416,02/02/2007 23:58:00,11.12450976
02/05/2007 23:58:00,5.655,02/05/2007 23:58:00,7.3124805,02/05/2007 23:58:00,11.0866275
02/06/2007 23:58:00,5.6516,02/06/2007 23:58:00,7.33747228,02/06/2007 23:58:00,11.13817328
02/07/2007 23:58:00,5.6597,02/07/2007 23:58:00,7.37006134,02/07/2007 23:58:00,11.15583467
02/08/2007 23:58:00,5.6609,02/08/2007 23:58:00,7.37954924,02/08/2007 23:58:00,11.08574047
02/09/2007 23:58:00,5.6613,02/09/2007 23:58:00,7.36195452,02/09/2007 23:58:00,11.22296112
02/12/2007 23:58:00,5.6602,02/12/2007 23:58:00,7.33448716,02/12/2007 23:58:00,11.01927736
02/13/2007 23:58:00,5.6552,02/13/2007 23:58:00,7.36816008,02/13/2007 23:58:00,11.00162608
02/14/2007 23:58:00,5.6514,02/14/2007 23:58:00,7.42424418,02/14/2007 23:58:00,11.10161016
02/15/2007 23:58:00,5.657,02/15/2007 23:58:00,7.4287724,02/15/2007 23:58:00,11.0379384
02/16/2007 23:58:00,5.6574,02/16/2007 23:58:00,7.43438934,02/16/2007 23:58:00,11.03362722
02/19/2007 23:58:00,5.6578,02/19/2007 23:58:00,7.44057278,02/19/2007 23:58:00,11.0355389
02/20/2007 23:58:00,5.6555,02/20/2007 23:58:00,7.4335892,02/20/2007 23:58:00,11.062158
02/21/2007 23:58:00,5.6643,02/21/2007 23:58:00,7.44119091,02/21/2007 23:58:00,11.06521005
02/22/2007 23:58:00,5.6563,02/22/2007 23:58:00,7.42389375,02/22/2007 23:58:00,11.0637228
02/23/2007 23:58:00,5.6518,02/23/2007 23:58:00,7.44115988,02/23/2007 23:58:00,11.09052714
02/26/2007 23:58:00,5.6487,02/26/2007 23:58:00,7.45232991,02/26/2007 23:58:00,11.09065758
02/27/2007 23:58:00,5.6627,02/27/2007 23:58:00,7.4917521,02/27/2007 23:58:00,11.11248248
02/28/2007 23:58:00,5.6538,02/28/2007 23:58:00,7.47799857,02/28/2007 23:58:00,11.10067092
03/01/2007 23:58:00,5.6574,03/01/2007 23:58:00,7.45023006,03/01/2007 23:58:00,11.07266328
03/02/2007 23:58:00,5.672,03/02/2007 23:58:00,7.4649192,03/02/2007 23:58:00,11.023532
03/05/2007 23:58:00,5.6658,03/05/2007 23:58:00,7.4136993,03/05/2007 23:58:00,10.88060232
03/06/2007 23:58:00,5.6463,03/06/2007 23:58:00,7.41697968,03/06/2007 23:58:00,10.92389661
03/07/2007 23:58:00,5.6505,03/07/2007 23:58:00,7.44453375,03/07/2007 23:58:00,10.9032048
03/08/2007 23:58:00,5.6576,03/08/2007 23:58:00,7.43210624,03/08/2007 23:58:00,10.91520768
03/09/2007 23:58:00,5.6668,03/09/2007 23:58:00,7.43144152,03/09/2007 23:58:00,10.95902452
03/12/2007 23:58:00,5.6713,03/12/2007 23:58:00,7.47760905,03/12/2007 23:58:00,10.9569516
03/13/2007 23:58:00,5.6744,03/13/2007 23:58:00,7.48112896,03/13/2007 23:58:00,10.94194552
03/14/2007 23:58:00,5.6682,03/14/2007 23:58:00,7.50016224,03/14/2007 23:58:00,10.98723888
03/15/2007 23:58:00,5.6369,03/15/2007 23:58:00,7.4858032,03/15/2007 23:58:00,10.92713065
03/16/2007 23:58:00,5.6591,03/16/2007 23:58:00,7.53509165,03/16/2007 23:58:00,10.99053811
03/19/2007 23:58:00,5.6628,03/19/2007 23:58:00,7.53605424,03/19/2007 23:58:00,11.02037508
03/20/2007 23:58:00,5.6494,03/20/2007 23:58:00,7.5221761,03/20/2007 23:58:00,11.07960328
03/21/2007 23:58:00,5.624,03/21/2007 23:58:00,7.5339104,03/21/2007 23:58:00,11.0674696
03/22/2007 23:58:00,5.6647,03/22/2007 23:58:00,7.55217804,03/22/2007 23:58:00,11.12886962
03/23/2007 23:58:00,5.668,03/23/2007 23:58:00,7.5276708,03/23/2007 23:58:00,11.1155148
03/26/2007 23:58:00,5.667,03/26/2007 23:58:00,7.5535443,03/26/2007 23:58:00,11.1634233
03/27/2007 23:58:00,5.6599,03/27/2007 23:58:00,7.56219239,03/27/2007 23:58:00,11.12962736
03/28/2007 23:58:00,5.6759,03/28/2007 23:58:00,7.55575808,03/28/2007 23:58:00,11.13725098
03/29/2007 23:58:00,5.6656,03/29/2007 23:58:00,7.55337792,03/29/2007 23:58:00,11.11941987
03/30/2007 23:58:00,5.6627,03/30/2007 23:58:00,7.56310212,03/30/2007 23:58:00,11.05415667
04/02/2007 23:58:00,5.6626,04/02/2007 23:58:00,7.56976368,04/02/2007 23:58:00,11.19949028
04/03/2007 23:58:00,5.6849,04/03/2007 23:58:00,7.57342378,04/03/2007 23:58:00,11.21744468
04/04/2007 23:58:00,5.6616,04/04/2007 23:58:00,7.57069152,04/04/2007 23:58:00,11.18788776
04/05/2007 23:58:00,5.6575,04/05/2007 23:58:00,7.596891,04/05/2007 23:58:00,11.152064
04/06/2007 23:58:00,5.4304,04/06/2007 23:58:00,7.27564992,04/06/2007 23:58:00,10.779344
04/09/2007 23:58:00,5.4489,04/09/2007 23:58:00,7.27591617,04/09/2007 23:58:00,10.68856224
04/10/2007 23:58:00,5.6618,04/10/2007 23:58:00,7.60209886,04/10/2007 23:58:00,11.16167252
04/11/2007 23:58:00,5.6566,04/11/2007 23:58:00,7.60020776,04/11/2007 23:58:00,11.17631028
04/12/2007 23:58:00,5.6614,04/12/2007 23:58:00,7.63609632,04/12/2007 23:58:00,11.209572
04/13/2007 23:58:00,5.6584,04/13/2007 23:58:00,7.65355184,04/13/2007 23:58:00,11.23814824
04/16/2007 23:58:00,5.6699,04/16/2007 23:58:00,7.66967373,04/16/2007 23:58:00,11.27289518
04/17/2007 23:58:00,5.6564,04/17/2007 23:58:00,7.6757348,04/17/2007 23:58:00,11.35126352
04/18/2007 23:58:00,5.6397,04/18/2007 23:58:00,7.67732361,04/18/2007 23:58:00,11.32677348
04/19/2007 23:58:00,5.6476,04/19/2007 23:58:00,7.69316072,04/19/2007 23:58:00,11.31327232
04/20/2007 23:58:00,5.6512,04/20/2007 23:58:00,7.67659008,04/20/2007 23:58:00,11.31483264
04/23/2007 23:58:00,5.6443,04/23/2007 23:58:00,7.6649594,04/23/2007 23:58:00,11.2886
04/24/2007 23:58:00,5.642,04/24/2007 23:58:00,7.6906102,04/24/2007 23:58:00,11.2930272
04/25/2007 23:58:00,5.6541,04/25/2007 23:58:00,7.70879994,04/25/2007 23:58:00,11.31781197
04/26/2007 23:58:00,5.6491,04/26/2007 23:58:00,7.67543217,04/26/2007 23:58:00,11.241709
04/27/2007 23:58:00,5.6317,04/27/2007 23:58:00,7.68839684,04/27/2007 23:58:00,11.25101026
04/30/2007 23:58:00,5.654,04/30/2007 23:58:00,7.7171446,04/30/2007 23:58:00,11.308
05/01/2007 23:58:00,5.4448,05/01/2007 23:58:00,7.40275008,05/01/2007 23:58:00,10.87762144
05/02/2007 23:58:00,5.6549,05/02/2007 23:58:00,7.68274714,05/02/2007 23:58:00,11.24476865
05/03/2007 23:58:00,5.6426,05/03/2007 23:58:00,7.64741578,05/03/2007 23:58:00,11.21523176
05/04/2007 23:58:00,5.647,05/04/2007 23:58:00,7.6714495,05/04/2007 23:58:00,11.1573426
05/07/2007 23:58:00,5.6571,05/07/2007 23:58:00,7.69139316,05/07/2007 23:58:00,11.2746003
05/08/2007 23:58:00,5.6497,05/08/2007 23:58:00,7.64856386,05/08/2007 23:58:00,11.23838324
05/09/2007 23:58:00,5.6686,05/09/2007 23:58:00,7.66621464,05/09/2007 23:58:00,11.2975198
05/10/2007 23:58:00,5.6694,05/10/2007 23:58:00,7.64178426,05/10/2007 23:58:00,11.22144342
05/11/2007 23:58:00,5.6584,05/11/2007 23:58:00,7.65242016,05/11/2007 23:58:00,11.20815872
05/14/2007 23:58:00,5.653,05/14/2007 23:58:00,7.6547273,05/14/2007 23:58:00,11.1855911
05/15/2007 23:58:00,5.6542,05/15/2007 23:58:00,7.68462322,05/15/2007 23:58:00,11.2264141
05/16/2007 23:58:00,5.6534,05/16/2007 23:58:00,7.6433968,05/16/2007 23:58:00,11.1767718
05/17/2007 23:58:00,5.4838,05/17/2007 23:58:00,7.39929134,05/17/2007 23:58:00,10.8277631
05/18/2007 23:58:00,5.6589,05/18/2007 23:58:00,7.6451739,05/18/2007 23:58:00,11.17576161
05/21/2007 23:58:00,5.4396,05/21/2007 23:58:00,7.3244214,05/21/2007 23:58:00,10.72253952
05/22/2007 23:58:00,5.6626,05/22/2007 23:58:00,7.61563074,05/22/2007 23:58:00,11.18193622
05/23/2007 23:58:00,5.67,05/23/2007 23:58:00,7.629552,05/23/2007 23:58:00,11.259486
05/24/2007 23:58:00,5.6596,05/24/2007 23:58:00,7.59857896,05/24/2007 23:58:00,11.23600388
05/25/2007 23:58:00,5.6576,05/25/2007 23:58:00,7.6066432,05/25/2007 23:58:00,11.22128384
05/28/2007 23:58:00,5.573,05/28/2007 23:58:00,7.4951277,05/28/2007 23:58:00,11.0507017
05/29/2007 23:58:00,5.6698,05/29/2007 23:58:00,7.62191214,05/29/2007 23:58:00,11.22393608
05/30/2007 23:58:00,5.6603,05/30/2007 23:58:00,7.60065084,05/30/2007 23:58:00,11.1847528
05/31/2007 23:58:00,5.6593,05/31/2007 23:58:00,7.61402222,05/31/2007 23:58:00,11.20201842
06/01/2007 23:58:00,5.6589,06/01/2007 23:58:00,7.60329804,06/01/2007 23:58:00,11.21480802
06/04/2007 23:58:00,5.6525,06/04/2007 23:58:00,7.624092,06/04/2007 23:58:00,11.255258
